imdb_title_id,year,colors
tt0000574,1906,
tt0001892,1911,
tt0002101,1912,
tt0002130,1911,
tt0002199,1912,
tt0002423,1919,
tt0002445,1913,
tt0002452,1912,
tt0002461,1912,
tt0002646,1913,
tt0002844,1913,
tt0003014,1913,
tt0003037,1913,
tt0003131,1914,
tt0003165,1913,
tt0003167,1914,
tt0003419,1913,
tt0003471,1913,
tt0003489,1913,
tt0003637,1915,
tt0003643,1914,
tt0003657,1914,
tt0003740,1914,
tt0003772,1914,
tt0003883,1913,
tt0003930,1914,
tt0003952,1914,
tt0003973,1914,
tt0004026,1915,
tt0004066,1914,
tt0004099,1914,
tt0004134,1915,
tt0004150,1914,
tt0004181,1914,
tt0004457,1914,
tt0004465,1914,
tt0004635,1914,
tt0004681,1914,
tt0004707,1914,
tt0004712,1915,
tt0004766,1914,
tt0004825,1914,
tt0004838,1914,
tt0004872,1915,
tt0004873,1915,
tt0004972,1915,
tt0005060,1915,
tt0005078,1915,
tt0005149,1915,
tt0005339,1915,
tt0005402,1915,
tt0005529,1916,
tt0005557,1915,
tt0005719,1915,
tt0005809,1915,
tt0005916,1915,
tt0005951,1917,
tt0005960,1915,
tt0006206,1915,
tt0006327,1915,
tt0006333,1916,
tt0006509,1916,
tt0006517,1915,
tt0006589,1916,
tt0006617,1916,
tt0006688,1916,
tt0006731,1916,
tt0006736,1916,
tt0006745,1916,
tt0006753,1916,
tt0006780,1916,
tt0006809,1916,
tt0006826,1916,
tt0006864,1916,
tt0006886,1916,
tt0007047,1916,
tt0007183,1916,
tt0007257,1916,
tt0007260,1916,
tt0007309,1916,
tt0007338,1916,
tt0007340,1916,
tt0007361,1916,
tt0007367,1916,
tt0007558,1916,
tt0007610,1917,
tt0007755,1917,
tt0007801,1917,
tt0007983,1917,
tt0008011,1917,
tt0008100,1918,
tt0008150,1916,
tt0008188,1917,
tt0008196,1917,
tt0008309,1917,
tt0008395,1918,
tt0008443,1917,
tt0008489,1917,
tt0008499,1917,
tt0008519,1917,
tt0008536,1917,
tt0008634,1917,
tt0008663,1917,
tt0008672,1917,
tt0008679,1917,
tt0008687,1917,
tt0008710,1917,
tt0008775,1917,
tt0008827,1918,
tt0008843,1919,
tt0008854,1918,
tt0008879,1918,
tt0008891,1918,
tt0008950,1918,
tt0009014,1918,
tt0009062,1917,
tt0009086,1918,
tt0009150,1918,
tt0009241,1918,
tt0009326,1918,
tt0009356,1918,
tt0009369,1918,
tt0009440,1918,
tt0009475,1918,
tt0009559,1919,
tt0009608,1918,
tt0009611,1918,
tt0009652,1918,
tt0009682,1918,
tt0009701,1918,
tt0009796,1918,
tt0009878,1919,
tt0009892,1919,
tt0009893,1919,
tt0009894,1919,
tt0009900,1919,
tt0009915,1919,
tt0009937,1919,
tt0009968,1919,
tt0009976,1919,
tt0010040,1919,
tt0010060,1919,
tt0010071,1919,
tt0010103,1919,
tt0010137,1919,
tt0010162,1919,
tt0010193,1919,
tt0010195,1919,
tt0010208,1919,
tt0010219,1919,
tt0010227,1919,
tt0010247,1919,
tt0010267,1919,
tt0010281,1918,
tt0010307,1919,
tt0010323,1920,
tt0010418,1919,
tt0010456,1919,
tt0010466,1919,
tt0010484,1919,
tt0010559,1919,
tt0010598,1919,
tt0010600,1919,
tt0010635,1919,
tt0010662,1919,
tt0010680,1919,
tt0010726,1919,
tt0010755,1919,
tt0010806,1919,
tt0010821,1919,
tt0010844,1919,
tt0010853,1919,
tt0010879,1919,
tt0010890,1919,
tt0010925,1919,
tt0010953,1920,
tt0010962,1920,
tt0010969,1921,
tt0011000,1920,
tt0011130,1920,
tt0011131,1920,
tt0011157,1920,
tt0011173,1920,
tt0011193,1920,
tt0011217,1921,
tt0011221,1920,
tt0011237,1920,
tt0011267,1920,
tt0011294,1924,
tt0011302,1920,
tt0011317,1920,
tt0011358,1920,
tt0011369,1920,
tt0011370,1920,
tt0011371,1920,
tt0011387,1920,
tt0011414,1920,
tt0011439,1920,
tt0011440,1921,
tt0011474,1920,
tt0011513,1920,
tt0011565,1920,
tt0011588,1920,
tt0011607,1920,
tt0011641,1920,
tt0011647,1920,
tt0011652,1920,
tt0011679,1920,
tt0011716,1920,
tt0011723,1920,
tt0011741,1920,
tt0011742,1920,
tt0011753,1920,
tt0011779,1920,
tt0011833,1920,
tt0011837,1920,
tt0011841,1920,
tt0011865,1920,
tt0011870,1920,
tt0011904,1921,
tt0011909,1921,
tt0011948,1921,
tt0011960,1921,
tt0011979,1921,
tt0012016,1921,
tt0012027,1921,
tt0012068,1921,
tt0012122,1921,
tt0012125,1921,
tt0012134,1921,
tt0012136,1921,
tt0012187,1921,
tt0012190,1921,
tt0012249,1921,
tt0012281,1921,
tt0012313,1921,
tt0012314,1921,
tt0012334,1921,
tt0012349,1921,
tt0012364,1921,
tt0012382,1924,
tt0012397,1921,
tt0012408,1921,
tt0012465,1921,
tt0012486,1921,
tt0012494,1921,
tt0012513,1921,
tt0012532,1921,
tt0012538,1920,
tt0012631,1921,
tt0012642,1921,
tt0012645,1921,
tt0012650,1921,
tt0012651,1921,
tt0012675,1921,
tt0012745,1921,
tt0012752,1921,
tt0012755,1921,
tt0012763,1921,
tt0012769,1921,
tt0012806,1921,
tt0012928,1922,
tt0012938,1922,
tt0012952,1922,
tt0012973,1922,
tt0012975,1922,
tt0013033,1922,
tt0013059,1922,
tt0013075,1922,
tt0013085,1922,
tt0013086,1922,
tt0013122,1922,
tt0013134,1922,
tt0013140,1922,
tt0013169,1922,
tt0013201,1922,
tt0013223,1922,
tt0013332,1922,
tt0013367,1922,
tt0013372,1922,
tt0013386,1923,
tt0013402,1922,
tt0013404,1922,
tt0013428,1922,
tt0013442,1922,
tt0013450,1922,
tt0013469,1922,
tt0013496,1922,
tt0013515,1922,
tt0013556,1922,
tt0013571,1922,
tt0013579,1923,
tt0013592,1922,
tt0013597,1922,
tt0013607,1922,
tt0013619,1922,
tt0013626,1923,
tt0013662,1922,
tt0013674,1922,
tt0013688,1922,
tt0013704,1922,
tt0013705,1922,
tt0013741,1922,
tt0013750,1922,
tt0013802,1922,
tt0013830,1923,
tt0013909,1923,
tt0013933,1923,
tt0013951,1923,
tt0014029,1923,
tt0014108,1923,
tt0014109,1924,
tt0014112,1923,
tt0014142,1923,
tt0014205,1923,
tt0014341,1923,
tt0014358,1923,
tt0014397,1923,
tt0014416,1923,
tt0014417,1923,
tt0014429,1923,
tt0014440,1923,
tt0014446,1923,
tt0014463,1923,
tt0014497,1923,
tt0014516,1923,
tt0014524,1924,
tt0014532,1923,
tt0014538,1923,
tt0014586,1924,
tt0014604,1923,
